winery,winename,country,region,rating,numberOfRatings,wineHtmlLink
Henri Bourgeois,Sancerre La Chapelle Des Augustins 2015,France,Sancerre,3.8,98,https://www.vivino.com/henri-bourgeois-sancerre-la-chapelle-des-augustins/w/1624805?year=2015&price_id=10616767
Sébastien Riffault,Skeveldra Sancerre 2014,France,Sancerre,3.8,97,https://www.vivino.com/etienne-et-sebastien-riffault-skeveldra-sancerre/w/1251184?year=2014&price_id=17102005
Barco del Corneta,Verdejo 2016,Spain,Castilla y León,3.8,95,https://www.vivino.com/barco-del-corneta-verdejo/w/1420633?year=2016&price_id=18943308
Alphonse Mellot,Le Paradis Sancerre 2013,France,Sancerre,3.8,94,https://www.vivino.com/alphonse-mellot-sancerre-le-paradis/w/2499617?year=2013&price_id=15152939
Didier Dagueneau (Louis-Benjamin Dagueneau),Les Jardins de Babylone Jurançon Sec 2011,France,Jurançon,3.8,94,https://www.vivino.com/didier-dagueneau-louis-benjamin-dagueneau-les-jardins-de-babylone-jurancon-sec/w/1489102?year=2011&price_id=20460987
Gabbas,Manzanile Vermentino di Sardegna 2017,Italy,Vermentino di Sardegna,3.8,91,https://www.vivino.com/gabbas-manzanile-vermentino-di-sardegna/w/1499831?year=2017&price_id=17617325
Chanson,Chablis Premier Cru 'Montmains' 2014,France,Chablis 1er Cru 'Montmains',3.8,91,https://www.vivino.com/chanson-pere-and-fils-chablis-premier-cru-montmains/w/79502?year=2014&price_id=7018196
Jean-Marc Brocard,Chablis Premier Cru 'Fourchaume' 2011,France,Chablis 1er Cru 'Fourchaume',3.8,90,https://www.vivino.com/jean-marc-brocard-chablis-premier-cru-fourchaume/w/43654?year=2011&price_id=7944151
Château Smith Haut-Lafitte,Les Hauts de Smith Pessac-Leognan Blanc 2014,France,Pessac-Léognan,3.8,88,https://www.vivino.com/chateau-smith-haut-lafitte-les-hauts-de-smith-pessac-leognan-blanc/w/2088202?year=2014&price_id=17252111
Louis Latour,Chablis La Chanfleure 2018,France,Chablis,3.8,87,https://www.vivino.com/louis-latour-chablis-la-chanfleure/w/7236?year=2018&price_id=20357414
Terenzi,Montedonico Viognier di Maremma Toscana 2016,Italy,Maremma Toscana,3.8,84,https://www.vivino.com/terenzi-montedonico-viognier-di-maremma-toscana/w/2158232?year=2016&price_id=15731298
Jean-Philippe Padie,Fleur de Cailloux 2014,France,Vin de France,3.8,83,https://www.vivino.com/jean-philippe-padie-fleur-de-cailloux/w/1316338?year=2014&price_id=21437307
Cascina Degli Ulivi,Filagnotti Bianco 2013,Italy,Gavi,3.8,83,https://www.vivino.com/cascina-degli-ulivi-filagnotti-bianco/w/1147767?year=2013&price_id=13500299
Domaine Fouassier,Sancerre 'Les Romains' 2015,France,Sancerre,3.8,83,https://www.vivino.com/fouassier-sancerre-les-romains/w/1153188?year=2015&price_id=13498127
Scarbolo,Pinot Grigio 2015,Italy,Friuli-Venezia Giulia,3.8,80,https://www.vivino.com/scarbolo-pinot-grigio/w/1287654?year=2015&price_id=21198331
Weingut Bründlmayer,Grüner Veltliner Reserve Käferberg 2013,Austria,Kamptal,3.8,80,https://www.vivino.com/weingut-brundlmayer-gruner-veltliner-reserve-kaferberg/w/3209691?year=2013&price_id=13498064
Kante,Chardonnay 2013,Italy,Carso,3.8,79,https://www.vivino.com/kante-chardonnay/w/1871776?year=2013&price_id=11136108
Le Due Terre,Sacrisassi Friuli Colli Orientali Bianco 2015,Italy,Colli Orientali del Friuli,3.8,79,https://www.vivino.com/le-due-terre-sacrisassi-friuli-colli-orientali-bianco/w/1153009?year=2015&price_id=13922085
Henri Bourgeois,Sancerre La Chapelle Des Augustins 2014,France,Sancerre,3.8,78,https://www.vivino.com/henri-bourgeois-sancerre-la-chapelle-des-augustins/w/1624805?year=2014&price_id=4341123
Scarbolo,Pinot Grigio 2018,Italy,Friuli-Venezia Giulia,3.8,78,https://www.vivino.com/scarbolo-pinot-grigio/w/1287654?year=2018&price_id=20937096
Arínzano,Hacienda de Arínzano Blanco 2015,Spain,Arínzano,3.8,78,https://www.vivino.com/arinzano-hacienda-de-arinzano-blanco/w/4883655?year=2015&price_id=19924365
Moric,Hausmarke Weiss 2014,Austria,Niederösterreich,3.8,77,https://www.vivino.com/moric-hausmarke-weiss/w/1205347?year=2014&price_id=6023154
Leon Barral,Leon Barral Blanc 2016,France,Hérault,3.8,77,https://www.vivino.com/leon-barral-leon-barral-blanc/w/1138444?year=2016&price_id=17176953
Tasca d'Almerita,Contea di Sclafani Nozze d'Oro Regaleali 2010,Italy,Contea di Sclafani,3.8,76,https://www.vivino.com/tasca-d-almerita-contea-di-sclafani-nozze-d-oro-regaleali/w/1123337?year=2010&price_id=14650526
Zephyr,Sauvignon Blanc 2018,New Zealand,Marlborough,3.8,76,https://www.vivino.com/mrglover-sauvignon-blanc/w/4878540?year=2018&price_id=21454719
Lawson's Dry Hills,Gewürztraminer 2016,New Zealand,Marlborough,3.8,75,https://www.vivino.com/lawsons-dry-hills-gewurztraminer/w/74105?year=2016&price_id=17482178
Jacques & Nathalie Saumaize,En Crêches Saint-Véran 2017,France,Saint-Véran,3.8,74,https://www.vivino.com/jacques-and-nathalie-saumaize-en-creches-saint-veran/w/1486937?year=2017&price_id=18648646
Château Couhins,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2015,France,Pessac-Léognan,3.8,72,https://www.vivino.com/couhins-pessac-leognan-blanc-grand-cru-classe-de-graves/w/1979932?year=2015&price_id=17319590
Mitchelton,Blackwood Park Riesling 2017,Australia,Central Victoria,3.8,72,https://www.vivino.com/mitchelton-blackwood-park-riesling/w/1212235?year=2017&price_id=18454546
Peter Zemmer,Gewürztraminer 2017,Italy,Südtirol - Alto Adige,3.8,72,https://www.vivino.com/peter-zemmer-gewurztraminer/w/1886517?year=2017&price_id=21116711
F.X. Pichler,Loibner Klostersatz Grüner Veltliner Federspiel 2013,Austria,Wachau,3.8,70,https://www.vivino.com/f-x-pichler-loibner-klostersatz-gruner-veltliner-federspiel/w/1272378?year=2013&price_id=14650439
Kante,Sauvignon 2013,Italy,Carso,3.8,69,https://www.vivino.com/kante-sauvignon/w/2019001?year=2013&price_id=11034347
Château Latour-Martillac,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,3.8,67,https://www.vivino.com/fr-chateau-latour-martillac-pessac-leognan-blanc-grand-cru-classe-de-graves/w/2080908?year=2016&price_id=13924845
Casa Marin,Cartagena Sauvignon Blanc 2019,Chile,San Antonio Valley,3.8,67,https://www.vivino.com/casa-marin-cartagena-sauvignon-blanc/w/1424238?year=2019&price_id=21305130
Jean Macle,Côtes du Jura 2014,France,Château-Chalon,3.8,66,https://www.vivino.com/fr-jean-macle-cotes-du-jura/w/1426814?year=2014&price_id=15593678
Olivier Pithon,La D18 2017,France,Côtes Catalanes,3.8,66,https://www.vivino.com/olivier-pithon-la-d18/w/1395659?year=2017&price_id=20954173
Henri Bourgeois,Sancerre La Chapelle Des Augustins 2017,France,Sancerre,3.8,66,https://www.vivino.com/henri-bourgeois-sancerre-la-chapelle-des-augustins/w/1624805?year=2017&price_id=21325114
Pieropan,La Rocca Soave Classico 2018,Italy,Soave Classico,3.8,65,https://www.vivino.com/pieropan-la-rocca-soave-classico/w/22945?year=2018&price_id=21667200
Henri Bourgeois,Sancerre La Chapelle Des Augustins 2016,France,Sancerre,3.8,64,https://www.vivino.com/henri-bourgeois-sancerre-la-chapelle-des-augustins/w/1624805?year=2016&price_id=15397223
Toreta,Pošip 2017,Croatia,Dalmatian Coast,3.8,64,https://www.vivino.com/toreta-posip/w/1683601?year=2017&price_id=17174570
Howard Park,Porongurup Riesling 2017,Australia,Porongurup,3.8,63,https://www.vivino.com/howard-park-porongurup-riesling/w/1841416?year=2017&price_id=20802775
Tapanappa,Piccadilly Valley Chardonnay 2016,Australia,Piccadilly Valley,3.8,63,https://www.vivino.com/tapanappa-piccadilly-valley-chardonnay/w/5122913?year=2016&price_id=17482293
Albert Mann,Gewürztraminer 2015,France,Alsace,3.8,63,https://www.vivino.com/fr-albert-mann-gewurztraminer/w/3943658?year=2015&price_id=19143335
San Leonardo,Riesling 2014,Italy,Trentino-Alto Adige,3.8,62,https://www.vivino.com/san-leonardo-riesling-trentino-alto-adige-white-wine/w/5826806?year=2014&price_id=13577181
Smallfry,Tangerine Dream 2019,Australia,Barossa,3.8,62,https://www.vivino.com/smallfry-tangerine-dream/w/3801758?year=2019&price_id=20092885
Dobogó,Tokaji Furmint 2012,Hungary,Tokaj,3.8,62,https://www.vivino.com/dobogo-tokaji-furmint/w/1865809?year=2012&price_id=14650457
Domaine Jamet,Condrieu Vernillon 2015,France,Condrieu,3.8,61,https://www.vivino.com/jamet-jean-paul-condrieu-vernillon/w/5154591?year=2015&price_id=16438474
Domaine Fouassier,Sancerre 'Les Grands Champs' 2017,France,Sancerre,3.8,61,https://www.vivino.com/fouassier-sancerre-les-grands-champs/w/1153191?year=2017&price_id=18449905
Weingut Knoll,Ried Kreutles Loibner Grüner Veltliner Federspiel 2017,Austria,Wachau,3.8,60,https://www.vivino.com/weingut-knoll-ried-kreutles-loibner-gruner-veltliner-federspiel/w/1102923?year=2017&price_id=17590432
Joseph Cattin,Riesling Alsace Grand Cru 'Hatschbourg' 2016,France,Alsace Grand Cru 'Hatschbourg',3.8,59,https://www.vivino.com/joseph-cattin-riesling-alsace-grand-cru-hatschbourg/w/1110292?year=2016&price_id=18646904
E. Guigal,Hermitage Blanc 2015,France,Hermitage,3.8,59,https://www.vivino.com/e-guigal-hermitage-blanc/w/7781?year=2015&price_id=19502345
Bodega Cerrón,Todo Sobre Mi Chardonnay 2018,Spain,Castilla,3.8,59,https://www.vivino.com/bodega-cerron-todo-sobre-mi-chardonnay/w/1483096?year=2018&price_id=21403840
Château Olivier,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,3.8,57,https://www.vivino.com/chateau-olivier-pessac-leognan-blanc-grand-cru-classe-de-graves/w/87425?year=2016&price_id=13924781
La Chablisienne,Chablis 1er Cru 'Vaulorent' 2015,France,Chablis 1er Cru 'Vaulorent',3.8,56,https://www.vivino.com/la-chablisienne-chablis-1er-cru-vaulorent/w/16626?year=2015&price_id=17449852
Tentenublo,Rioja Blanco 2017,Spain,Rioja,3.8,54,https://www.vivino.com/es-tentenublo-rioja-blanco/w/4152844?year=2017&price_id=16941505
Giant Steps,Wombat Creek Single Vineyard Chardonnay 2017,Australia,Yarra Valley,3.8,54,https://www.vivino.com/giant-steps-wombat-creek-single-vineyard-chardonnay/w/6298259?year=2017&price_id=20505255
Cascina Degli Ulivi,Montemarino 2015,Italy,Monferrato,3.8,54,https://www.vivino.com/cascina-degli-ulivi-montemarino/w/4586103?year=2015&price_id=15931907
Leon Beyer,Riesling 2010,France,Alsace,3.8,53,https://www.vivino.com/fr-leon-beyer-riesling/w/87801?year=2010&price_id=15534893
Giant Steps,Sexton Vineyard Chardonnay 2018,Australia,Yarra Valley,3.8,53,https://www.vivino.com/giant-steps-sexton-vineyard-chardonnay/w/1119589?year=2018&price_id=19373795
Schiopetto,Collio Pinot Grigio 2017,Italy,Collio,3.8,50,https://www.vivino.com/azienda-agricola-mario-schiopetto-ss-collio-pinot-grigio/w/1276522?year=2017&price_id=21098417
Billaud-Simon,Chablis 1er Cru 'Mont de Milieu' 2016,France,Chablis 1er Cru 'Mont de Milieu',3.8,50,https://www.vivino.com/fr-billaud-simon-chablis-1er-cru-mont-de-milieu/w/1245580?year=2016&price_id=15563933
Domaine des Roches Neuves,Clos Romans 2015,France,Saumur,3.8,49,https://www.vivino.com/domaine-des-roches-neuves-clos-romans/w/1553105?year=2015&price_id=19269264
Domaine Huet,Vouvray Le Mont Demi-Sec 2018,France,Vouvray,3.8,49,https://www.vivino.com/huet-vouvray-le-mont-demi-sec/w/17527?year=2018&price_id=21516825
Bouchard Père & Fils,Pouilly-Fuissé Vignes Romanes 2016,France,Pouilly-Fuissé,3.8,47,https://www.vivino.com/bouchard-pere-and-fils-pouilly-fuisse-vignes-romanes/w/1769254?year=2016&price_id=15583626
Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl 2016,France,Alsace,3.8,47,https://www.vivino.com/domaine-zind-humbrecht-pinot-gris-alsace-clos-windsbuhl/w/1559364?year=2016&price_id=17620632
Wohlmuth,Ried Steinriegl Sauvignon Blanc 2018,Austria,Südsteiermark,3.8,47,https://www.vivino.com/wohlmuth-ried-steinriegl-sauvignon-blanc/w/4611975?year=2018&price_id=20523557
Sarnin Berrux,Saint-Romain Blanc 2013,France,Saint-Romain,3.8,46,https://www.vivino.com/sarnin-berrux-saint-romain-blanc/w/2037284?year=2013&price_id=10911717
Kumpf et Meyer,Riesling Westerberg 2016,France,Alsace,3.8,46,https://www.vivino.com/kumpf-et-meyer-riesling-westerberg/w/2619705?year=2016&price_id=14805851
Matteo Correggia,Langhe Sauvignon 2013,Italy,Langhe,3.8,45,https://www.vivino.com/it-matteo-correggia-langhe-sauvignon/w/97369?year=2013&price_id=19924334
Schloss Maissau,Weinviertel 2017,Austria,Weinviertel,3.8,44,https://www.vivino.com/maissau-weinviertel/w/1634201?year=2017&price_id=16092248
Villa Sparina,Monterotondo 2016,Italy,Piemonte,3.8,44,https://www.vivino.com/villa-sparina-monterotondo/w/1256925?year=2016&price_id=19235849
Michel Chevre,Clos de l'Écotard Saumur 2015,France,Saumur,3.8,44,https://www.vivino.com/michel-chevre-clos-de-l-ecotard-saumur/w/1553119?year=2015&price_id=12434522
Vincent Pinard,Grand Chemarin Sancerre 2012,France,Sancerre,3.8,44,https://www.vivino.com/vincent-pinard-grand-chemarin-sancerre/w/2031186?year=2012&price_id=4341143
Jurtschitsch,Loiserberg Grüner Veltliner Reserve 2017,Austria,Kamptal,3.8,44,https://www.vivino.com/weingut-jurtschitsch-loiserberg-gruner-veltliner-reserve/w/1281998?year=2017&price_id=18278970
Château de Meursault,Meursault du Château 2005,France,Meursault,3.8,42,https://www.vivino.com/chateau-de-meursault-meursault-du-chateau/w/86494?year=2005&price_id=8605950
Marc Kreydenweiss,Moenchberg Grand Cru 2014,France,Alsace Grand Cru 'Moenchberg',3.8,42,https://www.vivino.com/marc-kreydenweiss-moenchberg-grand-cru/w/1636607?year=2014&price_id=15284010
Ascheri,Viognier Montalupa Bianco 2013,Italy,Piemonte,3.8,42,https://www.vivino.com/cantine-ascheri-giacomo-viognier-montalupa-bianco/w/15476?year=2013&price_id=15731339
Kante,Chardonnay 2015,Italy,Carso,3.8,41,https://www.vivino.com/kante-chardonnay/w/1871776?year=2015&price_id=20159946
Simonnet-Febvre,Mont de Milieu Chablis Premier Cru 2014,France,Chablis Premier Cru,3.8,40,https://www.vivino.com/fr-simonnet-febvre-mont-de-milieu-chablis-premier-cru/w/1117160?year=2014&price_id=7018186
Jean-Marc Brocard,Chablis Premier Cru 'Fourchaume' 2018,France,Chablis 1er Cru 'Fourchaume',3.8,40,https://www.vivino.com/jean-marc-brocard-chablis-premier-cru-fourchaume/w/43654?year=2018&price_id=19708214
Hubert Lamy,Saint-Aubin 1er Cru 'Derrière Chez Edouard' Blanc 2016,France,Saint-Aubin 1er Cru 'Derrière chez Edouard',3.8,40,https://www.vivino.com/domaine-hubert-lamy-saint-aubin-1er-cru-derriere-chez-edouard-blanc/w/1127430?year=2016&price_id=20393820
Peter Zemmer,Sauvignon Blanc 2018,Italy,Südtirol - Alto Adige,3.8,40,https://www.vivino.com/peter-zemmer-sauvignon-blanc/w/2175584?year=2018&price_id=21116730
Felton Road,Bannockburn Riesling 2010,New Zealand,Central Otago,3.8,39,https://www.vivino.com/felton-road-bannockburn-riesling/w/1253004?year=2010&price_id=21403112
Abbatucci,Diplomate d'Empire (Cuvée Collection Il Cavaliere) 2012,France,Corsica,3.8,39,https://www.vivino.com/fr-abbatucci-diplomate-d-empire-cuvee-collection-il-cavaliere/w/1649896?year=2012&price_id=15759889
Tiefenbrunner,Turmhof Gewürztraminer 2014,Italy,Südtirol - Alto Adige,3.8,39,https://www.vivino.com/tiefenbrunner-castel-turmhof-turmhof-gewurztraminer/w/15896?year=2014&price_id=12814261
Newton,Chardonnay Unfiltered 2005,United States,Napa Valley,3.8,38,https://www.vivino.com/newton-vineyard-chardonnay-unfiltered/w/1618879?year=2005&price_id=14539697
Josmeyer,Gewürztraminer Grand Cru Hengst 2001,France,Alsace Grand Cru 'Hengst',3.8,38,https://www.vivino.com/josmeyer-and-fils-sa-gewurztraminer-grand-cru-hengst/w/23158?year=2001&price_id=17823068
Gauby,Coume Gineste Côtes Catalanes 2011,France,Côtes Catalanes,3.8,38,https://www.vivino.com/domaine-gauby-coume-gineste-cotes-catalanes/w/2687011?year=2011&price_id=12042710
Dominique Derain,Saint-Aubin 'En Vesvau' 2015,France,Saint-Aubin,3.8,38,https://www.vivino.com/dominique-derain-saint-aubin-en-vesvau/w/1192648?year=2015&price_id=13085650
Josmeyer,Le Fromenteau Pinot Gris 2012,France,Alsace,3.8,37,https://www.vivino.com/josmeyer-and-fils-sa-le-fromenteau-pinot-gris/w/23142?year=2012&price_id=21608748
Ballot Millot,Meursault 2016,France,Meursault,3.8,37,https://www.vivino.com/ballot-millot-et-fils-meursault/w/2276102?year=2016&price_id=15195191
Clos Floridène,Graves Blanc 2005,France,Graves,3.8,36,https://www.vivino.com/clos-floridene-graves-blanc/w/1239616?year=2005&price_id=20642579
Domaine de Chevalier,L'Esprit de Chevalier Pessac-Léognan Blanc 2017,France,Pessac-Léognan,3.8,36,https://www.vivino.com/domaine-de-chevalier-l-esprit-de-chevalier-pessac-leognan-blanc/w/3392415?year=2017&price_id=20585142
Château de La Maltroye,Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche' 2012,France,Chassagne-Montrachet 1er Cru 'Vigne Blanche',3.8,35,https://www.vivino.com/chateau-de-la-maltroye-chassagne-montrachet-1er-cru-morgeot-vigne-blanche/w/779976?year=2012&price_id=4327267
Damien Laureau,La Petite Roche 2018,France,Savennières,3.8,35,https://www.vivino.com/damien-laureau-la-petite-roche/w/2811836?year=2018&price_id=21054390
Gauby,Coume Gineste Côtes Catalanes 2010,France,Côtes Catalanes,3.8,34,https://www.vivino.com/domaine-gauby-coume-gineste-cotes-catalanes/w/2687011?year=2010&price_id=12042680
Murdoch Hill,Chardonnay 2017,Australia,Adelaide Hills,3.8,34,https://www.vivino.com/murdoch-hill-chardonnay/w/2346159?year=2017&price_id=18515236
Goldwater,Sauvignon Blanc 2018,New Zealand,Marlborough,3.8,34,https://www.vivino.com/goldwater-sauvignon-blanc/w/19256?year=2018&price_id=20819835
Bodega Bruno Ruiz - Esencia Rural,De Sol a Sol Airén 2016,Spain,La Mancha,3.8,33,https://www.vivino.com/bodega-bruno-ruiz-esencia-rural-de-sol-a-sol-airen/w/1799802?year=2016&price_id=18450252
E. Guigal,Condrieu 2018,France,Condrieu,3.8,33,https://www.vivino.com/e-guigal-condrieu/w/7769?year=2018&price_id=20962699
Vincent Dancer,Bourgogne Blanc 2016,France,Bourgogne,3.8,33,https://www.vivino.com/vincent-dancer-bourgogne-blanc/w/1986058?year=2016&price_id=21063074
Leon Beyer,Les Ecaillers Riesling 2012,France,Alsace Grand Cru 'Pfersigberg',3.8,33,https://www.vivino.com/fr-leon-beyer-les-ecaillers-riesling/w/1694164?year=2012&price_id=19928833
Pierre Damoy,Bourgogne Blanc 'Les Ravry' 2015,France,Bourgogne,3.8,33,https://www.vivino.com/pierre-damoy-bourgogne-blanc-les-ravry/w/32054?year=2015&price_id=16161865
Josmeyer,Gewürztraminer Grand Cru Hengst 2006,France,Alsace Grand Cru 'Hengst',3.8,31,https://www.vivino.com/josmeyer-and-fils-sa-gewurztraminer-grand-cru-hengst/w/23158?year=2006&price_id=17868217
David Moreau,Santenay Premier Cru 'Beaurepaire' 2016,France,Santenay 1er Cru 'Beaurepaire',3.8,31,https://www.vivino.com/david-moreau-santenay-premier-cru-beaurepaire/w/2481642?year=2016&price_id=18948845
Clos d'Agon,Blanco 2015,Spain,Catalunya,3.8,31,https://www.vivino.com/clos-d-agon-blanco/w/1239187?year=2015&price_id=18457320
Lamblin & Fils,Chablis 1er Cru 'Vaillons' 2014,France,Chablis 1er Cru 'Vaillons',3.8,31,https://www.vivino.com/lamblin-and-fils-chablis-1er-cru-vaillons/w/1265289?year=2014&price_id=8946210
Dominique Derain,Saint-Aubin 1er Cru 'En Remilly' 2017,France,Saint-Aubin 1er Cru 'En Remilly',3.8,31,https://www.vivino.com/dominique-derain-saint-aubin-1er-cru-en-remilly/w/1159232?year=2017&price_id=20743311
Bruno Colin,Bourgogne Chardonnay 2017,France,Bourgogne,3.8,31,https://www.vivino.com/bruno-colin-bourgogne-chardonnay/w/1174074?year=2017&price_id=17725176
Caillot,Meursault 2014,France,Meursault,3.8,30,https://www.vivino.com/michel-meursault/w/1128674?year=2014&price_id=19930163
Artadi,Viñas de Gain Rioja Blanco 2013,Spain,Rioja,3.8,30,https://www.vivino.com/es-artadi-vinas-de-gain-rioja-blanco/w/2970021?year=2013&price_id=19924775
